,A,B,C
3105,牛腩哨子,口感,香甜可口
3106,牛腩哨子,外形,一口入嘴
3107,牛腩哨子,外形,小小的
3108,食物,名称,奶黄包
3109,奶黄包,口感,香甜可口
3110,奶黄包,口感,香甜可口
3111,食物,名称,老北京火锅
3112,老北京火锅,味道,古色古香
3113,老北京火锅,外形,原汁原味
3114,老北京火锅,外形,红灯笼
3115,老北京火锅,外形,大圆桌
3116,老北京火锅,外形,大大的
3117,老北京火锅,外形,大
3118,老北京火锅,外形,古色古香
3119,食物,名称,老北京火锅
3120,老北京火锅,味道,古色古香
3121,老北京火锅,外形,原汁原味
3122,老北京火锅,外形,红灯笼
3123,老北京火锅,外形,大圆桌
3124,老北京火锅,外形,大大的
3125,老北京火锅,外形,大
3126,老北京火锅,外形,古色古香
3127,食物,名称,面条
3128,面条,口感,有咬劲
3129,面条,外形,劲道
3130,面条,外形,宽面
3131,食物,名称,内蒙蒸羊肉卷
3132,内蒙蒸羊肉卷,外形,鲜美
3133,内蒙蒸羊肉卷,外形,大大的
3134,食物,名称,老北京杂酱面
3135,老北京杂酱面,口感,劲道
3136,老北京杂酱面,外形,有咬劲
3137,老北京杂酱面,外形,宽面
3138,食物,名称,手抓羊排
3139,手抓羊排,味道,不膻
3140,手抓羊排,口感,美味
3141,手抓羊排,外形,一口入嘴
3142,手抓羊排,外形,小小的
3143,食物,名称,景泰蓝火锅炉
3144,景泰蓝火锅炉,外形,鲜美
3145,景泰蓝火锅炉,外形,大
3146,景泰蓝火锅炉,外形,大圆桌
3147,景泰蓝火锅炉,外形,大大的
3148,食物,名称,老北京火锅
3149,老北京火锅,味道,古色古香
3150,老北京火锅,外形,原汁原味
3151,老北京火锅,外形,红灯笼
3152,老北京火锅,外形,大圆桌
3153,老北京火锅,外形,大大的
3154,老北京火锅,外形,大
3155,老北京火锅,外形,古色古香
3156,老北京火锅,外形,火锅
3157,老北京火锅,外形,羊蝎子
3158,老北京火锅,外形,火锅
3159,老北京火锅,外形,小点心脆皮香蕉
3160,老北京火锅,外形,火锅
3161,老北京火锅,外形,牛腩哨子
3162,老北京火锅,外形,奶黄包
3163,老北京火锅,外形,老北京火锅
3164,老北京火锅,外形,老北京火锅
3165,老北京火锅,外形,面条
3166,老北京火锅,外形,内蒙蒸羊肉卷
3167,老北京火锅,外形,老北京杂酱面
3168,老北京火锅,外形,手抓羊排
3169,老北京火锅,外形,景泰蓝火锅炉
3170,老北京火锅,外形,老北京火锅
3171,老北京火锅,外形,火锅
3172,老北京火锅,外形,羊蝎子
3173,老北京火锅,外形,火锅
3174,老北京火锅,外形,小点心脆皮香蕉
3175,老北京火锅,外形,火锅
3176,老北京火锅,外形,牛腩哨子
3177,老北京火锅,外形,奶黄包
3178,老北京火锅,外形,老北京火锅
3179,老北京火锅,外形,老北京火锅
3180,老北京火锅,外形,面条
3181,老北京火锅,外形,内蒙蒸羊肉卷
3182,老北京火锅,外形,老北京杂酱面
3183,老北京火锅,外形,手抓羊排
3184,老北京火锅,外形,景泰蓝火锅炉
3185,老北京火锅,外形,老北京火锅
3186,食物,名称,冰糖莲子桂圆汤
3187,冰糖莲子桂圆汤,口感,甜
3188,冰糖莲子桂圆汤,口感,冰的
3189,冰糖莲子桂圆汤,外形,饱满
3190,冰糖莲子桂圆汤,外形,大
3191,食物,名称,养生菠萝莲子汤
3192,养生菠萝莲子汤,味道,甜
3193,食物,名称,冰糖莲子桂圆汤
3194,冰糖莲子桂圆汤,口感,甜
3195,冰糖莲子桂圆汤,口感,冰的
3196,冰糖莲子桂圆汤,外形,饱满
3197,冰糖莲子桂圆汤,外形,大
3198,食物,名称,养生菠萝银耳汤
3199,养生菠萝银耳汤,味道,甜
3200,食物,名称,莲子汤
3201,莲子汤,外形,甜
3202,莲子汤,外形,大
3203,莲子汤,外形,冰糖莲子桂圆汤
3204,莲子汤,外形,养生菠萝莲子汤
3205,莲子汤,外形,冰糖莲子桂圆汤
3206,莲子汤,外形,养生菠萝银耳汤
3207,莲子汤,外形,莲子汤
3208,莲子汤,外形,冰糖莲子桂圆汤
3209,莲子汤,外形,养生菠萝莲子汤
3210,莲子汤,外形,冰糖莲子桂圆汤
3211,莲子汤,外形,养生菠萝银耳汤
3212,莲子汤,外形,莲子汤
3213,食物,名称,凤爪
3214,凤爪,味道,入味
3215,食物,名称,炒鸡
3216,炒鸡,味道,入味
3217,食物,名称,红辣椒之旅
3218,红辣椒之旅,外形,正宗
3219,红辣椒之旅,外形,金碧辉煌
3220,食物,名称,金针菇
3221,金针菇,口感,正宗
3222,金针菇,口感,黄黄的
3223,金针菇,外形,脆脆的
3224,金针菇,外形,黄黄的
3225,食物,名称,金针菇
3226,金针菇,口感,正宗
3227,金针菇,口感,黄黄的
3228,金针菇,外形,脆脆的
3229,金针菇,外形,黄黄的
3230,食物,名称,火锅
3231,火锅,味道,正宗
3232,食物,名称,凤爪
3233,凤爪,味道,入味
3234,凤爪,味道,鸳鸯锅
3235,凤爪,味道,凤爪
3236,凤爪,味道,炒鸡
3237,凤爪,味道,红辣椒之旅
3238,凤爪,味道,金针菇
3239,凤爪,味道,金针菇
3240,凤爪,味道,火锅
3241,凤爪,味道,凤爪
3242,凤爪,味道,鸳鸯锅
3243,凤爪,味道,凤爪
3244,凤爪,味道,炒鸡
3245,凤爪,味道,红辣椒之旅
3246,凤爪,味道,金针菇
3247,凤爪,味道,金针菇
3248,凤爪,味道,火锅
3249,凤爪,味道,凤爪
3250,凤爪,味道,鸳鸯锅
3251,食物,名称,云南大救驾
3252,云南大救驾,味道,不甜
3253,云南大救驾,口感,豆香味
3254,云南大救驾,口感,入口就化
3255,食物,名称,云南大救驾
3256,云南大救驾,味道,不甜
3257,云南大救驾,口感,豆香味
3258,云南大救驾,口感,入口就化
3259,云南大救驾,口感,五花肉
3260,食物,名称,酸菜鱼
3261,酸菜鱼,味道,不甜
3262,酸菜鱼,味道,大杂烩炒面
3263,食物,名称,布丁
3264,布丁,口感,豆香味
3265,布丁,口感,入口就化
3266,食物,名称,酸菜鱼
3267,酸菜鱼,味道,不甜
3268,食物,名称,鲜花饼
3269,鲜花饼,口感,不甜
3270,鲜花饼,口感,好入口
3271,鲜花饼,口感,入口就化
3272,食物,名称,豆花鲜花饼
3273,豆花鲜花饼,口感,不甜
3274,豆花鲜花饼,口感,入口就化
3275,豆花鲜花饼,口感,好入口
3276,豆花鲜花饼,口感,云南大救驾
3277,豆花鲜花饼,口感,云南大救驾
3278,豆花鲜花饼,口感,五花肉
3279,豆花鲜花饼,口感,酸菜鱼
3280,豆花鲜花饼,口感,大杂烩炒面
3281,豆花鲜花饼,口感,布丁
3282,豆花鲜花饼,口感,酸菜鱼
3283,豆花鲜花饼,口感,鲜花饼
3284,豆花鲜花饼,口感,豆花鲜花饼
3285,豆花鲜花饼,口感,云南大救驾
3286,豆花鲜花饼,口感,云南大救驾
3287,豆花鲜花饼,口感,五花肉
3288,豆花鲜花饼,口感,酸菜鱼
3289,豆花鲜花饼,口感,大杂烩炒面
3290,豆花鲜花饼,口感,布丁
3291,豆花鲜花饼,口感,酸菜鱼
3292,豆花鲜花饼,口感,鲜花饼
3293,豆花鲜花饼,口感,豆花鲜花饼
3294,食物,名称,火锅店
3295,火锅店,外形,新鲜
3296,火锅店,外形,假山
3297,火锅店,外形,高大上
3298,食物,名称,火锅
3299,火锅,外形,新鲜
3300,火锅,外形,假山
3301,火锅,外形,火锅店
3302,火锅,外形,火锅
3303,火锅,外形,火锅店
3304,火锅,外形,火锅
3305,食物,名称,糖醋鱼
3306,糖醋鱼,口感,甜甜的
3307,糖醋鱼,口感,酥
3308,食物,名称,山粉圆烧肉
3309,山粉圆烧肉,味道,淡
3310,山粉圆烧肉,味道,糖醋鱼
3311,山粉圆烧肉,味道,山粉圆烧肉
3312,山粉圆烧肉,味道,糖醋鱼
3313,山粉圆烧肉,味道,山粉圆烧肉
3314,食物,名称,烤鸡
3315,烤鸡,外形,不辣
3316,烤鸡,外形,红色的
3317,食物,名称,清炒丝瓜苗
3318,清炒丝瓜苗,口感,不辣
3319,清炒丝瓜苗,口感,清爽可口
3320,食物,名称,小锅米线
3321,小锅米线,味道,不辣
3322,食物,名称,手撕豇豆
3323,手撕豇豆,口感,腌过的原因
3324,手撕豇豆,外形,发黄
3325,手撕豇豆,外形,发黄
3326,食物,名称,汽锅鸡
3327,汽锅鸡,口感,淡淡的
3328,汽锅鸡,外形,淡淡的
3329,汽锅鸡,外形,淡淡的
3330,食物,名称,烤鱼
3331,烤鱼,味道,没有点评上面说的那么好
3332,烤鱼,味道,不辣
3333,烤鱼,味道,烤鸡
3334,烤鱼,味道,清炒丝瓜苗
3335,烤鱼,味道,小锅米线
3336,烤鱼,味道,手撕豇豆
3337,烤鱼,味道,汽锅鸡
3338,烤鱼,味道,烤鱼
3339,烤鱼,味道,烤鸡
3340,烤鱼,味道,清炒丝瓜苗
3341,烤鱼,味道,小锅米线
3342,烤鱼,味道,手撕豇豆
3343,烤鱼,味道,汽锅鸡
3344,烤鱼,味道,烤鱼
3345,,,免费霸王餐
3346,,,自助蔬菜
3347,,,免费霸王餐
3348,,,自助蔬菜
3349,,,免费霸王餐
3350,,,自助蔬菜
3351,,,嘎嘎
3352,食物,名称,麻辣牛肉
3353,麻辣牛肉,味道,香
3354,麻辣牛肉,味道,越吃越有味道
3355,麻辣牛肉,味道,不辣
3356,麻辣牛肉,味道,嘎嘎
3357,麻辣牛肉,味道,麻辣牛肉
3358,麻辣牛肉,味道,嘎嘎
3359,麻辣牛肉,味道,麻辣牛肉
3360,食物,名称,虾仁粥
3361,虾仁粥,外形,软烂
3362,虾仁粥,外形,精致
3363,食物,名称,榴莲酥
3364,榴莲酥,口感,清淡口
3365,榴莲酥,外形,清淡口
3366,榴莲酥,外形,精致
3367,食物,名称,虾汁唐生菜
3368,虾汁唐生菜,口感,腥咸
3369,虾汁唐生菜,口感,软烂
3370,食物,名称,叉烧包
3371,叉烧包,口感,甜口的
3372,叉烧包,口感,不腻
3373,叉烧包,口感,甜口的
3374,食物,名称,盐焗鸡
3375,盐焗鸡,口感,入味
3376,盐焗鸡,口感,细嫩鲜嫩
3377,食物,名称,杨枝甘露
3378,杨枝甘露,口感,清淡口
3379,杨枝甘露,外形,清淡口
3380,杨枝甘露,外形,精致
3381,食物,名称,流沙包
3382,流沙包,口感,甜
3383,流沙包,口感,不腻
3384,食物,名称,杨枝甘露
3385,杨枝甘露,口感,清淡口
3386,杨枝甘露,外形,清淡口
3387,杨枝甘露,外形,精致
3388,杨枝甘露,外形,利苑
3389,杨枝甘露,外形,虾饺
3390,食物,名称,叉烧包
3391,叉烧包,口感,甜口的
3392,叉烧包,口感,不腻
3393,叉烧包,口感,甜口的
3394,食物,名称,蜜汁叉烧
3395,蜜汁叉烧,口感,入味
3396,蜜汁叉烧,口感,细嫩鲜嫩
3397,食物,名称,流沙包
3398,流沙包,口感,甜
3399,流沙包,口感,不腻
3400,食物,名称,流沙包
3401,流沙包,口感,甜
3402,流沙包,口感,不腻
3403,流沙包,口感,虾饺
3404,食物,名称,小笼
3405,小笼,外形,皮薄陷厚
3406,小笼,外形,皮薄陷厚
3407,食物,名称,点心
3408,点心,外形,精致
3409,食物,名称,流沙包
3410,流沙包,口感,甜
3411,流沙包,口感,不腻
3412,流沙包,口感,虾仁粥
3413,流沙包,口感,榴莲酥
3414,流沙包,口感,虾汁唐生菜
3415,流沙包,口感,叉烧包
3416,流沙包,口感,盐焗鸡
3417,流沙包,口感,杨枝甘露
3418,流沙包,口感,流沙包
3419,流沙包,口感,杨枝甘露
3420,流沙包,口感,利苑
3421,流沙包,口感,虾饺
3422,流沙包,口感,叉烧包
3423,流沙包,口感,蜜汁叉烧
3424,流沙包,口感,流沙包
3425,流沙包,口感,流沙包
3426,流沙包,口感,虾饺
3427,流沙包,口感,小笼
3428,流沙包,口感,点心
3429,流沙包,口感,流沙包
3430,流沙包,口感,虾仁粥
3431,流沙包,口感,榴莲酥
3432,流沙包,口感,虾汁唐生菜
3433,流沙包,口感,叉烧包
3434,流沙包,口感,盐焗鸡
3435,流沙包,口感,杨枝甘露
3436,流沙包,口感,流沙包
3437,流沙包,口感,杨枝甘露
3438,流沙包,口感,利苑
3439,流沙包,口感,虾饺
3440,流沙包,口感,叉烧包
3441,流沙包,口感,蜜汁叉烧
3442,流沙包,口感,流沙包
3443,流沙包,口感,流沙包
3444,流沙包,口感,虾饺
3445,流沙包,口感,小笼
3446,流沙包,口感,点心
3447,流沙包,口感,流沙包
3448,食物,名称,提拉米苏
3449,提拉米苏,外形,细腻
3450,提拉米苏,外形,正方形
3451,提拉米苏,外形,下午茶
3452,食物,名称,意式咖啡
3453,意式咖啡,外形,青绿色的
3454,食物,名称,意式咖啡
3455,意式咖啡,外形,青绿色的
3456,意式咖啡,外形,精品咖啡
3457,食物,名称,焦糖玛奇朵摩卡榛果拿铁
3458,焦糖玛奇朵摩卡榛果拿铁,外形,青绿色的
3459,食物,名称,咖啡
3460,咖啡,外形,青绿色的
3461,食物,名称,咖啡
3462,咖啡,外形,青绿色的
3463,食物,名称,咖啡
3464,咖啡,外形,青绿色的
3465,咖啡,外形,提拉米苏
3466,咖啡,外形,下午茶
3467,咖啡,外形,意式咖啡
3468,咖啡,外形,意式咖啡
3469,咖啡,外形,精品咖啡
3470,咖啡,外形,焦糖玛奇朵摩卡榛果拿铁
3471,咖啡,外形,咖啡
3472,咖啡,外形,咖啡
3473,咖啡,外形,咖啡
3474,咖啡,外形,提拉米苏
3475,咖啡,外形,下午茶
3476,咖啡,外形,意式咖啡
3477,咖啡,外形,意式咖啡
3478,咖啡,外形,精品咖啡
3479,咖啡,外形,焦糖玛奇朵摩卡榛果拿铁
3480,咖啡,外形,咖啡
3481,咖啡,外形,咖啡
3482,咖啡,外形,咖啡
3483,食物,名称,霸王餐
3484,霸王餐,味道,香
3485,霸王餐,口感,新鲜
3486,霸王餐,口感,有嚼劲
3487,霸王餐,外形,有筋道
3488,霸王餐,外形,白白的
3489,食物,名称,霸王餐
3490,霸王餐,味道,香
3491,霸王餐,口感,新鲜
3492,霸王餐,口感,有嚼劲
3493,霸王餐,外形,有筋道
3494,霸王餐,外形,白白的
3495,霸王餐,外形,霸王餐
3496,霸王餐,外形,霸王餐
3497,霸王餐,外形,霸王餐
3498,霸王餐,外形,霸王餐
3499,,,烧鹅
3500,,,惠记茶餐厅
3501,,,米饭
3502,,,酸辣海带丝
3503,,,上汤娃娃菜
3504,,,烧鹅
3505,,,烧鹅
3506,,,惠记茶餐厅
3507,,,米饭
3508,,,酸辣海带丝
3509,,,上汤娃娃菜
3510,,,烧鹅
3511,,,烧鹅
3512,,,惠记茶餐厅
3513,,,米饭
3514,,,酸辣海带丝
3515,,,上汤娃娃菜
3516,,,烧鹅
3517,,,章鱼烧
3518,食物,名称,雪蟹福袋
3519,雪蟹福袋,外形,高端大气
3520,雪蟹福袋,外形,冬瓜茶
3521,食物,名称,三文鱼
3522,三文鱼,口感,不辣
3523,三文鱼,口感,都是肉
3524,三文鱼,外形,厚切的
3525,三文鱼,外形,厚切的
3526,食物,名称,霸王餐
3527,霸王餐,味道,不辣
3528,食物,名称,霸王餐
3529,霸王餐,味道,不辣
3530,霸王餐,味道,叶绿素
3531,霸王餐,味道,章鱼烧
3532,霸王餐,味道,雪蟹福袋
3533,霸王餐,味道,冬瓜茶
3534,霸王餐,味道,三文鱼
3535,霸王餐,味道,霸王餐
3536,霸王餐,味道,霸王餐
3537,霸王餐,味道,叶绿素
3538,霸王餐,味道,章鱼烧
3539,霸王餐,味道,雪蟹福袋
3540,霸王餐,味道,冬瓜茶
3541,霸王餐,味道,三文鱼
3542,霸王餐,味道,霸王餐
3543,霸王餐,味道,霸王餐
3544,霸王餐,味道,叶绿素
3545,食物,名称,面线糊
3546,面线糊,口感,饱
3547,面线糊,口感,鲜美爽滑
3548,面线糊,口感,西街面线
3549,食物,名称,面线糊
3550,面线糊,口感,饱
3551,面线糊,口感,鲜美爽滑
3552,食物,名称,荤素海鲜
3553,荤素海鲜,外形,全的很
3554,荤素海鲜,外形,米线
3555,食物,名称,面线糊
3556,面线糊,口感,饱
3557,面线糊,口感,鲜美爽滑
3558,面线糊,口感,面线糊
3559,面线糊,口感,西街面线
3560,面线糊,口感,面线糊
3561,面线糊,口感,荤素海鲜
3562,面线糊,口感,米线
3563,面线糊,口感,面线糊
3564,面线糊,口感,面线糊
3565,面线糊,口感,西街面线
3566,面线糊,口感,面线糊
3567,面线糊,口感,荤素海鲜
3568,面线糊,口感,米线
3569,面线糊,口感,面线糊
3570,食物,名称,鱼头泡饼
3571,鱼头泡饼,口感,正宗
3572,鱼头泡饼,口感,有口感
3573,食物,名称,宫爆鸡丁
3574,宫爆鸡丁,味道,不辣
3575,宫爆鸡丁,味道,大鸭梨
3576,食物,名称,焗南瓜条
3577,焗南瓜条,味道,不辣
3578,焗南瓜条,味道,鲜花椒炝鱼片
3579,焗南瓜条,味道,鱼头泡饼
3580,焗南瓜条,味道,宫爆鸡丁
3581,焗南瓜条,味道,大鸭梨
3582,焗南瓜条,味道,焗南瓜条
3583,焗南瓜条,味道,鲜花椒炝鱼片
3584,焗南瓜条,味道,鱼头泡饼
3585,焗南瓜条,味道,宫爆鸡丁
3586,焗南瓜条,味道,大鸭梨
3587,焗南瓜条,味道,焗南瓜条
3588,焗南瓜条,味道,鲜花椒炝鱼片
3589,,,拿铁
3590,食物,名称,大阪烧
3591,大阪烧,外形,好看
3592,大阪烧,外形,卡布奇诺
3593,食物,名称,玉子烧
3594,玉子烧,味道,浓
3595,玉子烧,口感,咸
3596,玉子烧,口感,滑
3597,食物,名称,海鲜大阪烧
3598,海鲜大阪烧,外形,好看
3599,海鲜大阪烧,外形,霸王餐
3600,海鲜大阪烧,外形,华夫饼
3601,食物,名称,咖啡
3602,咖啡,味道,苦
3603,咖啡,味道,拿铁
3604,咖啡,味道,大阪烧
3605,咖啡,味道,卡布奇诺
3606,咖啡,味道,玉子烧
3607,咖啡,味道,海鲜大阪烧
3608,咖啡,味道,霸王餐
3609,咖啡,味道,华夫饼
3610,咖啡,味道,咖啡
3611,咖啡,味道,拿铁
3612,咖啡,味道,大阪烧
3613,咖啡,味道,卡布奇诺
3614,咖啡,味道,玉子烧
3615,咖啡,味道,海鲜大阪烧
3616,咖啡,味道,霸王餐
3617,咖啡,味道,华夫饼
3618,咖啡,味道,咖啡
3619,,,盐水鸭
3620,,,碳烤酱鸭
3621,,,盐水鸭
3622,,,碳烤酱鸭
3623,,,盐水鸭
3624,,,碳烤酱鸭
